TimeGenerated,UserPrincipalName,IPAddress,ResultType,ResultDescription,Location,City,AppDisplayName,ClientAppUsed,DeviceDetail,LogonType,RiskLevelDuringSignIn,IsInteractive,ConditionalAccessStatus,AttackPattern
2026-02-21T10:27:21Z,jane.smith@contoso.com,10.0.0.12,500121,MFA denied by user,Germany,Toronto,Office 365 Exchange Online,Chrome 120,iOS 17,Network,none,False,success,Normal
2026-02-21T10:27:21Z,bob.wilson@contoso.com,192.168.1.10,0,Success,Germany,New York,Microsoft 365 Admin Center,Unknown,Unknown,RemoteInteractive,none,True,failure,Normal
2026-02-21T10:34:21Z,john.doe@contoso.com,192.168.1.10,0,Success,United States,New York,Microsoft 365 Admin Center,Safari 17,iOS 17,RemoteInteractive,medium,True,success,Normal
2026-02-21T10:35:21Z,mary.jones@contoso.com,192.168.1.25,0,Success,United States,Sydney,Microsoft 365 Admin Center,Safari 17,Android 14,RemoteInteractive,none,False,success,Normal
2026-02-21T10:36:21Z,svc.azure@contoso.com,10.0.0.33,0,Success,Canada,New York,SharePoint Online,Firefox 121,MacOS 14,Interactive,none,False,success,Normal
2026-02-21T10:36:21Z,admin@contoso.com,192.168.1.42,0,Success,Canada,New York,Azure Active Directory,Internet Explorer 11,iOS 17,RemoteInteractive,none,True,notApplied,Normal
2026-02-21T10:38:21Z,it.admin@contoso.com,10.0.0.33,0,Success,Australia,Berlin,SharePoint Online,Chrome 120,iOS 17,Network,none,False,success,Normal
2026-02-21T10:39:21Z,mary.jones@contoso.com,10.0.0.12,0,Success,United States,New York,Azure Portal,Internet Explorer 11,Unknown,RemoteInteractive,none,True,success,Normal
2026-02-21T10:39:21Z,finance01@contoso.com,10.0.0.33,0,Success,United Kingdom,Berlin,OneDrive,Internet Explorer 11,Windows 10,Batch,none,False,failure,Normal
2026-02-21T10:41:21Z,sarah.lee@contoso.com,10.0.0.12,0,Success,Canada,Sydney,SharePoint Online,Safari 17,Android 14,Network,none,True,success,Normal
2026-02-21T10:42:21Z,it.admin@contoso.com,172.16.0.20,0,Success,Canada,Toronto,Outlook Web Access,Internet Explorer 11,MacOS 13,RemoteInteractive,none,False,success,Normal
2026-02-21T10:44:21Z,sarah.lee@contoso.com,192.168.1.25,0,Success,United States,Toronto,Microsoft 365 Admin Center,Internet Explorer 11,MacOS 14,Network,none,False,success,Normal
2026-02-21T10:44:21Z,mary.jones@contoso.com,192.168.1.10,0,Success,Australia,Berlin,Office 365 Exchange Online,Safari 17,MacOS 14,Interactive,none,False,success,Normal
2026-02-21T10:45:21Z,sarah.lee@contoso.com,192.168.1.10,0,Success,United States,Berlin,Azure Portal,Chrome 120,MacOS 14,Network,none,False,success,Normal
2026-02-21T10:47:21Z,john.doe@contoso.com,192.168.1.25,0,Success,Canada,Sydney,OneDrive,Unknown,MacOS 13,Interactive,none,False,failure,Normal
2026-02-21T10:50:21Z,mary.jones@contoso.com,192.168.1.10,0,Success,Australia,London,SharePoint Online,Edge 120,Android 14,Interactive,none,False,success,Normal
2026-02-21T10:51:21Z,svc.backup@contoso.com,192.168.1.10,500121,MFA denied by user,Canada,London,Microsoft 365 Admin Center,Firefox 121,Unknown,RemoteInteractive,none,True,notApplied,Normal
2026-02-21T10:56:21Z,ceo@contoso.com,192.168.1.42,0,Success,United States,London,OneDrive,Firefox 121,Windows 10,Network,none,False,success,Normal
2026-02-21T10:57:21Z,guest@contoso.com,172.16.0.5,0,Success,Canada,Toronto,Microsoft Teams,Internet Explorer 11,MacOS 14,Network,none,False,success,Normal
2026-02-21T10:58:21Z,alice.brown@contoso.com,192.168.1.42,0,Success,United Kingdom,Sydney,OneDrive,Unknown,iOS 17,Network,none,False,success,Normal
2026-02-21T11:04:21Z,alice.brown@contoso.com,192.168.1.25,50126,Invalid username or password,Australia,New York,Azure Portal,Safari 17,Android 14,Interactive,none,True,success,Normal
2026-02-21T11:06:21Z,it.admin@contoso.com,192.168.1.25,0,Success,United States,Toronto,Microsoft Teams,Edge 120,iOS 17,RemoteInteractive,none,False,success,Normal
2026-02-21T11:09:21Z,finance01@contoso.com,192.168.1.25,0,Success,United Kingdom,Berlin,Microsoft 365 Admin Center,Unknown,Windows 11,Batch,none,False,success,Normal
2026-02-21T11:10:21Z,it.admin@contoso.com,192.168.1.42,0,Success,United Kingdom,London,Microsoft Teams,Edge 120,iOS 17,Service,none,False,notApplied,Normal
2026-02-21T11:10:21Z,ceo@contoso.com,10.0.0.5,0,Success,Germany,New York,Azure Active Directory,Internet Explorer 11,Windows 11,Batch,none,True,notApplied,Normal
2026-02-21T11:11:21Z,bob.wilson@contoso.com,192.168.1.42,0,Success,Australia,New York,OneDrive,Edge 120,Unknown,Interactive,none,True,success,Normal
2026-02-21T11:11:21Z,jane.smith@contoso.com,10.0.0.33,0,Success,United States,Toronto,OneDrive,Unknown,Windows 11,Network,none,False,notApplied,Normal
2026-02-21T11:12:21Z,alice.brown@contoso.com,192.168.1.10,0,Success,Australia,Berlin,Outlook Web Access,Safari 17,MacOS 14,Batch,none,False,success,Normal
2026-02-21T11:13:21Z,john.doe@contoso.com,192.168.1.25,0,Success,Australia,London,Microsoft Teams,Chrome 120,Unknown,Network,none,False,success,Normal
2026-02-21T11:13:21Z,bob.wilson@contoso.com,10.0.0.5,0,Success,United States,New York,Azure Portal,Safari 17,iOS 17,Service,none,True,notApplied,Normal
2026-02-21T11:14:21Z,helpdesk@contoso.com,172.16.0.5,0,Success,Canada,London,Azure Portal,Chrome 120,Windows 10,Network,none,True,success,Normal
2026-02-21T11:15:21Z,bob.wilson@contoso.com,192.168.1.42,0,Success,Germany,Toronto,OneDrive,Edge 120,MacOS 14,Network,none,True,success,Normal
2026-02-21T11:18:21Z,it.admin@contoso.com,172.16.0.20,500121,MFA denied by user,Australia,Berlin,Azure Portal,Edge 120,MacOS 13,Network,none,True,success,Normal
2026-02-21T11:28:21Z,svc.azure@contoso.com,192.168.1.42,0,Success,Canada,London,Microsoft 365 Admin Center,Internet Explorer 11,Unknown,Network,none,True,success,Normal
2026-02-21T11:30:21Z,sarah.lee@contoso.com,10.0.0.12,0,Success,United Kingdom,London,OneDrive,Edge 120,Unknown,Network,none,False,success,Normal
2026-02-21T11:31:21Z,finance01@contoso.com,10.0.0.5,0,Success,Australia,Toronto,Microsoft Teams,Internet Explorer 11,Android 14,RemoteInteractive,none,False,success,Normal
2026-02-21T11:32:21Z,bob.wilson@contoso.com,192.168.1.10,0,Success,Australia,New York,Azure Active Directory,Safari 17,Android 14,Interactive,none,False,success,Normal
2026-02-21T11:37:21Z,admin@contoso.com,192.168.1.10,0,Success,United Kingdom,Berlin,Outlook Web Access,Safari 17,iOS 17,Network,low,True,success,Normal
2026-02-21T11:38:21Z,mary.jones@contoso.com,192.168.1.25,0,Success,United Kingdom,New York,Azure Active Directory,Unknown,Unknown,Interactive,none,True,success,Normal
2026-02-21T11:39:21Z,bob.wilson@contoso.com,172.16.0.5,0,Success,United States,New York,Microsoft 365 Admin Center,Internet Explorer 11,Android 14,RemoteInteractive,none,True,success,Normal
2026-02-21T11:39:21Z,ceo@contoso.com,172.16.0.20,0,Success,United States,New York,Microsoft Teams,Internet Explorer 11,Windows 11,Interactive,none,False,notApplied,Normal
2026-02-21T11:41:21Z,admin@contoso.com,10.0.0.5,0,Success,Germany,London,Microsoft 365 Admin Center,Unknown,Windows 10,Interactive,none,True,success,Normal
2026-02-21T11:44:21Z,ceo@contoso.com,172.16.0.5,0,Success,Germany,Sydney,Microsoft 365 Admin Center,Internet Explorer 11,Unknown,Network,low,False,success,Normal
2026-02-21T11:45:21Z,it.admin@contoso.com,172.16.0.20,0,Success,Canada,Berlin,Microsoft Teams,Firefox 121,Windows 10,Network,none,False,success,Normal
2026-02-21T11:46:21Z,john.doe@contoso.com,192.168.1.10,0,Success,Germany,New York,Azure Portal,Unknown,MacOS 14,Batch,none,False,notApplied,Normal
2026-02-21T11:51:21Z,bob.wilson@contoso.com,192.168.1.10,0,Success,Canada,London,Azure Active Directory,Internet Explorer 11,Unknown,Network,none,True,success,Normal
2026-02-21T11:54:21Z,jane.smith@contoso.com,192.168.1.10,0,Success,Australia,Toronto,Azure Portal,Internet Explorer 11,Unknown,Network,none,True,success,Normal
2026-02-21T11:55:21Z,alice.brown@contoso.com,10.0.0.5,50126,Invalid username or password,Germany,Sydney,Microsoft 365 Admin Center,Unknown,MacOS 14,Network,none,False,success,Normal
2026-02-21T11:56:21Z,admin@contoso.com,10.0.0.5,0,Success,Australia,Sydney,Microsoft Teams,Safari 17,Windows 10,Interactive,none,False,success,Normal
2026-02-21T11:57:21Z,finance01@contoso.com,10.0.0.12,0,Success,Australia,Sydney,SharePoint Online,Chrome 120,Windows 10,Network,none,True,notApplied,Normal
2026-02-21T11:59:21Z,john.doe@contoso.com,10.0.0.5,50126,Invalid username or password,Australia,London,Office 365 Exchange Online,Unknown,MacOS 14,Service,none,False,success,Normal
2026-02-21T12:01:21Z,sarah.lee@contoso.com,172.16.0.5,0,Success,Germany,New York,Azure Portal,Safari 17,MacOS 14,Network,none,False,success,Normal
2026-02-21T12:03:21Z,mary.jones@contoso.com,192.168.1.10,0,Success,Australia,Sydney,Azure Active Directory,Internet Explorer 11,Unknown,Interactive,none,False,success,Normal
2026-02-21T12:08:21Z,sarah.lee@contoso.com,10.0.0.5,0,Success,United States,London,Microsoft Teams,Firefox 121,Windows 10,Interactive,none,False,success,Normal
2026-02-21T12:10:21Z,bob.wilson@contoso.com,192.168.1.42,0,Success,Australia,Sydney,Microsoft Teams,Safari 17,Windows 11,Interactive,none,False,success,Normal
2026-02-21T12:15:21Z,helpdesk@contoso.com,10.0.0.12,0,Success,United Kingdom,Sydney,Microsoft Teams,Firefox 121,Windows 10,Network,none,True,success,Normal
2026-02-21T12:15:21Z,alice.brown@contoso.com,192.168.1.10,0,Success,Germany,Sydney,Microsoft 365 Admin Center,Safari 17,Windows 10,Interactive,none,True,success,Normal
2026-02-21T12:19:21Z,finance01@contoso.com,192.168.1.25,0,Success,United Kingdom,New York,Office 365 Exchange Online,Chrome 120,Unknown,Network,none,False,success,Normal
2026-02-21T12:19:21Z,david.clark@contoso.com,172.16.0.5,0,Success,United Kingdom,Berlin,Office 365 Exchange Online,Chrome 120,MacOS 13,Interactive,none,True,failure,Normal
2026-02-21T12:19:21Z,alice.brown@contoso.com,192.168.1.25,0,Success,Australia,Sydney,Microsoft 365 Admin Center,Chrome 120,Unknown,Network,none,True,success,Normal
2026-02-21T12:22:21Z,alice.brown@contoso.com,172.16.0.20,0,Success,United Kingdom,London,OneDrive,Edge 120,Android 14,Network,none,True,success,Normal
2026-02-21T12:23:21Z,sarah.lee@contoso.com,192.168.1.42,0,Success,Germany,Berlin,SharePoint Online,Internet Explorer 11,MacOS 14,Interactive,none,False,success,Normal
2026-02-21T12:24:21Z,svc.azure@contoso.com,192.168.1.10,0,Success,Canada,London,SharePoint Online,Safari 17,Android 14,Interactive,none,False,success,Normal
2026-02-21T12:27:21Z,john.doe@contoso.com,192.168.1.25,50126,Invalid username or password,United Kingdom,Sydney,Microsoft Teams,Firefox 121,iOS 17,Interactive,none,True,success,Normal
2026-02-21T12:27:21Z,mary.jones@contoso.com,172.16.0.20,0,Success,Germany,New York,Azure Active Directory,Unknown,Android 14,Network,none,False,success,Normal
2026-02-21T12:28:21Z,john.doe@contoso.com,10.0.0.12,0,Success,Australia,New York,Outlook Web Access,Unknown,MacOS 14,Network,none,False,notApplied,Normal
2026-02-21T12:29:21Z,david.clark@contoso.com,172.16.0.20,0,Success,Canada,New York,Outlook Web Access,Safari 17,MacOS 14,Service,none,False,success,Normal
2026-02-21T12:30:21Z,david.clark@contoso.com,192.168.1.25,0,Success,Australia,Toronto,SharePoint Online,Chrome 120,Windows 10,Interactive,none,False,success,Normal
2026-02-21T12:31:21Z,it.admin@contoso.com,10.0.0.33,500121,MFA denied by user,Australia,Sydney,SharePoint Online,Edge 120,MacOS 13,Interactive,none,True,success,Normal
2026-02-21T12:31:21Z,john.doe@contoso.com,192.168.1.25,0,Success,Germany,London,SharePoint Online,Chrome 120,Unknown,Interactive,none,True,success,Normal
2026-02-21T12:31:21Z,alice.brown@contoso.com,10.0.0.33,0,Success,Canada,Toronto,Outlook Web Access,Edge 120,MacOS 14,RemoteInteractive,none,False,success,Normal
2026-02-21T12:31:21Z,david.clark@contoso.com,192.168.1.42,50126,Invalid username or password,Australia,London,Microsoft Teams,Safari 17,MacOS 13,Interactive,none,False,success,Normal
2026-02-21T12:31:21Z,mary.jones@contoso.com,172.16.0.5,0,Success,Australia,London,Azure Active Directory,Unknown,MacOS 14,Network,none,False,success,Normal
2026-02-21T12:32:21Z,guest@contoso.com,10.0.0.12,0,Success,United Kingdom,Toronto,Microsoft 365 Admin Center,Internet Explorer 11,iOS 17,Service,none,False,failure,Normal
2026-02-21T12:32:21Z,john.doe@contoso.com,10.0.0.33,50126,Invalid username or password,Australia,London,SharePoint Online,Chrome 120,Unknown,Network,none,True,success,Normal
2026-02-21T12:32:21Z,david.clark@contoso.com,10.0.0.5,0,Success,United Kingdom,London,Azure Active Directory,Chrome 120,Windows 11,Network,none,False,success,Normal
2026-02-21T12:34:21Z,finance01@contoso.com,10.0.0.12,0,Success,Australia,Toronto,SharePoint Online,Firefox 121,Android 14,RemoteInteractive,none,False,notApplied,Normal
2026-02-21T12:39:21Z,david.clark@contoso.com,192.168.1.25,0,Success,Australia,Sydney,OneDrive,Edge 120,MacOS 13,RemoteInteractive,none,False,success,Normal
2026-02-21T12:39:21Z,ceo@contoso.com,10.0.0.12,0,Success,United States,New York,OneDrive,Chrome 120,MacOS 13,Service,none,False,success,Normal
2026-02-21T12:40:21Z,david.clark@contoso.com,192.168.1.42,0,Success,United States,Berlin,Office 365 Exchange Online,Chrome 120,Android 14,Network,none,True,success,Normal
2026-02-21T12:40:21Z,it.admin@contoso.com,192.168.1.10,50126,Invalid username or password,Canada,London,Microsoft Teams,Internet Explorer 11,MacOS 13,Service,none,True,success,Normal
2026-02-21T12:44:21Z,admin@contoso.com,10.0.0.12,0,Success,United States,New York,Microsoft 365 Admin Center,Edge 120,Windows 11,Network,none,True,success,Normal
2026-02-21T12:44:21Z,david.clark@contoso.com,192.168.1.42,0,Success,Canada,London,Microsoft Teams,Chrome 120,MacOS 14,Service,none,False,success,Normal
2026-02-21T12:48:21Z,admin@contoso.com,10.0.0.12,0,Success,Germany,Berlin,SharePoint Online,Internet Explorer 11,Unknown,RemoteInteractive,low,True,success,Normal
2026-02-21T12:55:21Z,john.doe@contoso.com,192.168.1.10,0,Success,Canada,London,Microsoft Teams,Internet Explorer 11,Windows 11,RemoteInteractive,none,False,success,Normal
2026-02-21T12:55:21Z,john.doe@contoso.com,192.168.1.42,0,Success,United Kingdom,Berlin,Azure Active Directory,Chrome 120,iOS 17,Interactive,none,True,success,Normal
2026-02-21T12:58:21Z,finance01@contoso.com,192.168.1.10,0,Success,United States,Sydney,Outlook Web Access,Internet Explorer 11,iOS 17,Batch,none,False,success,Normal
2026-02-21T12:59:21Z,sarah.lee@contoso.com,192.168.1.10,0,Success,United Kingdom,Berlin,Azure Portal,Chrome 120,Unknown,Network,none,True,success,Normal
2026-02-21T12:59:21Z,john.doe@contoso.com,192.168.1.10,0,Success,Canada,Berlin,Azure Portal,Edge 120,MacOS 13,Network,high,False,success,Normal
2026-02-21T13:00:21Z,admin@contoso.com,172.16.0.5,0,Success,Australia,London,Microsoft 365 Admin Center,Safari 17,Android 14,Batch,none,True,success,Normal
2026-02-21T13:01:21Z,admin@contoso.com,172.16.0.5,0,Success,United States,London,Microsoft 365 Admin Center,Unknown,Unknown,Network,none,False,success,Normal
2026-02-21T13:03:21Z,it.admin@contoso.com,10.0.0.33,0,Success,Canada,Berlin,Outlook Web Access,Chrome 120,Unknown,Interactive,none,True,success,Normal
2026-02-21T13:07:21Z,mary.jones@contoso.com,192.168.1.10,500121,MFA denied by user,Australia,London,OneDrive,Chrome 120,Unknown,Batch,none,False,success,Normal
2026-02-21T13:08:21Z,helpdesk@contoso.com,192.168.1.42,0,Success,United Kingdom,Toronto,SharePoint Online,Firefox 121,MacOS 14,Interactive,none,True,success,Normal
2026-02-21T13:11:21Z,bob.wilson@contoso.com,192.168.1.42,0,Success,Australia,London,Azure Portal,Unknown,MacOS 13,Service,none,False,success,Normal
2026-02-21T13:14:21Z,john.doe@contoso.com,192.168.1.42,0,Success,Australia,New York,Microsoft Teams,Firefox 121,Android 14,RemoteInteractive,none,True,success,Normal
2026-02-21T13:15:21Z,david.clark@contoso.com,10.0.0.5,50126,Invalid username or password,Canada,Berlin,Microsoft 365 Admin Center,Unknown,Unknown,Network,none,False,unknownFutureValue,Normal
2026-02-21T13:19:21Z,jane.smith@contoso.com,192.168.1.25,0,Success,Germany,London,Azure Active Directory,Internet Explorer 11,Android 14,Network,none,True,success,Normal
2026-02-21T13:19:21Z,john.doe@contoso.com,10.0.0.12,0,Success,United Kingdom,New York,OneDrive,Unknown,MacOS 13,Network,medium,False,success,Normal
2026-02-21T13:20:21Z,john.doe@contoso.com,172.16.0.5,0,Success,Australia,Toronto,Microsoft Teams,Safari 17,iOS 17,Service,none,True,success,Normal
2026-02-21T13:20:21Z,mary.jones@contoso.com,10.0.0.5,0,Success,United States,Berlin,Office 365 Exchange Online,Chrome 120,Windows 11,Network,none,True,success,Normal
2026-02-21T13:21:21Z,john.doe@contoso.com,192.168.1.25,0,Success,United Kingdom,Toronto,Microsoft Teams,Unknown,Windows 11,Interactive,none,False,success,Normal
2026-02-21T13:26:21Z,svc.backup@contoso.com,172.16.0.20,0,Success,United States,New York,Microsoft 365 Admin Center,Edge 120,iOS 17,Network,none,False,success,Normal
2026-02-21T13:27:21Z,mary.jones@contoso.com,10.0.0.12,0,Success,United States,Sydney,Outlook Web Access,Firefox 121,Unknown,RemoteInteractive,none,False,success,Normal
2026-02-21T13:33:21Z,ceo@contoso.com,10.0.0.5,0,Success,Germany,Toronto,Microsoft 365 Admin Center,Edge 120,Windows 11,Network,none,True,success,Normal
2026-02-21T13:35:21Z,helpdesk@contoso.com,192.168.1.10,0,Success,Germany,Berlin,OneDrive,Firefox 121,Windows 10,Service,none,False,success,Normal
2026-02-21T13:36:21Z,jane.smith@contoso.com,10.0.0.5,0,Success,Germany,Berlin,Azure Active Directory,Safari 17,Windows 11,Network,none,True,success,Normal
2026-02-21T13:39:21Z,bob.wilson@contoso.com,10.0.0.33,0,Success,Germany,Toronto,Office 365 Exchange Online,Firefox 121,iOS 17,Interactive,none,True,success,Normal
2026-02-21T13:40:21Z,ceo@contoso.com,10.0.0.5,0,Success,Germany,Toronto,SharePoint Online,Edge 120,Android 14,RemoteInteractive,medium,False,success,Normal
2026-02-21T13:41:21Z,david.clark@contoso.com,172.16.0.5,0,Success,Canada,Berlin,Azure Active Directory,Unknown,Windows 11,Batch,none,True,success,Normal
2026-02-21T13:41:21Z,sarah.lee@contoso.com,192.168.1.42,0,Success,United Kingdom,Toronto,SharePoint Online,Internet Explorer 11,Windows 10,RemoteInteractive,low,True,success,Normal
2026-02-21T13:53:21Z,john.doe@contoso.com,10.0.0.12,0,Success,United Kingdom,New York,SharePoint Online,Chrome 120,Unknown,Batch,none,False,success,Normal
2026-02-21T13:58:21Z,helpdesk@contoso.com,10.0.0.5,0,Success,United States,Sydney,Azure Portal,Safari 17,MacOS 14,RemoteInteractive,none,True,success,Normal
2026-02-21T13:58:21Z,it.admin@contoso.com,10.0.0.12,0,Success,United States,Berlin,OneDrive,Safari 17,MacOS 14,Network,none,False,success,Normal
2026-02-21T13:59:21Z,finance01@contoso.com,192.168.1.25,0,Success,United States,New York,Outlook Web Access,Unknown,Windows 10,Network,none,True,success,Normal
2026-02-21T14:00:21Z,david.clark@contoso.com,192.168.1.10,0,Success,Canada,London,Office 365 Exchange Online,Chrome 120,MacOS 14,Interactive,low,True,success,Normal
2026-02-21T14:00:21Z,bob.wilson@contoso.com,172.16.0.20,500121,MFA denied by user,Canada,Sydney,Microsoft 365 Admin Center,Unknown,Windows 10,RemoteInteractive,none,True,notApplied,Normal
2026-02-21T14:01:21Z,bob.wilson@contoso.com,192.168.1.10,0,Success,United Kingdom,Toronto,Microsoft 365 Admin Center,Chrome 120,Windows 11,Interactive,none,True,success,Normal
2026-02-21T14:05:21Z,jane.smith@contoso.com,192.168.1.10,0,Success,Canada,New York,Azure Portal,Safari 17,Windows 10,Interactive,none,True,success,Normal
2026-02-21T14:08:21Z,finance01@contoso.com,192.168.1.25,0,Success,Germany,Toronto,Office 365 Exchange Online,Unknown,Windows 11,Network,none,False,success,Normal
2026-02-21T14:09:21Z,jane.smith@contoso.com,172.16.0.5,0,Success,Canada,Sydney,Outlook Web Access,Internet Explorer 11,Unknown,Network,none,False,success,Normal
2026-02-21T14:11:21Z,sarah.lee@contoso.com,10.0.0.33,0,Success,Australia,London,Microsoft 365 Admin Center,Unknown,iOS 17,Interactive,none,True,success,Normal
2026-02-21T14:12:21Z,jane.smith@contoso.com,10.0.0.5,50126,Invalid username or password,United Kingdom,New York,OneDrive,Firefox 121,Windows 10,Network,none,True,success,Normal
2026-02-21T14:12:21Z,mary.jones@contoso.com,192.168.1.25,0,Success,United States,New York,OneDrive,Safari 17,Unknown,Network,none,False,failure,Normal
2026-02-21T14:14:21Z,ceo@contoso.com,172.16.0.20,0,Success,Australia,London,Office 365 Exchange Online,Edge 120,MacOS 14,Batch,none,False,success,Normal
2026-02-21T14:16:21Z,guest@contoso.com,10.0.0.33,0,Success,Australia,London,Azure Active Directory,Internet Explorer 11,MacOS 13,Network,none,True,success,Normal
2026-02-21T14:17:21Z,bob.wilson@contoso.com,192.168.1.25,0,Success,Canada,Berlin,OneDrive,Firefox 121,Windows 10,RemoteInteractive,none,False,notApplied,Normal
2026-02-21T14:20:21Z,sarah.lee@contoso.com,10.0.0.12,0,Success,Germany,Toronto,Azure Active Directory,Safari 17,Windows 11,Network,none,False,success,Normal
2026-02-21T14:20:21Z,bob.wilson@contoso.com,10.0.0.33,0,Success,Australia,Sydney,OneDrive,Edge 120,iOS 17,RemoteInteractive,none,False,success,Normal
2026-02-21T14:21:21Z,svc.backup@contoso.com,172.16.0.5,0,Success,Australia,New York,Office 365 Exchange Online,Safari 17,Unknown,Interactive,none,False,failure,Normal
2026-02-21T14:22:21Z,mary.jones@contoso.com,10.0.0.33,0,Success,Canada,Sydney,Office 365 Exchange Online,Edge 120,Android 14,Interactive,none,False,success,Normal
2026-02-21T14:23:21Z,alice.brown@contoso.com,172.16.0.20,0,Success,Australia,London,OneDrive,Edge 120,iOS 17,Network,none,True,success,Normal
2026-02-21T14:23:21Z,jane.smith@contoso.com,172.16.0.20,0,Success,Canada,Sydney,Office 365 Exchange Online,Internet Explorer 11,Android 14,Network,none,True,success,Normal
2026-02-21T14:27:21Z,bob.wilson@contoso.com,172.16.0.20,0,Success,United States,Berlin,Azure Active Directory,Safari 17,MacOS 13,Interactive,none,True,success,Normal
2026-02-21T14:27:21Z,alice.brown@contoso.com,192.168.1.42,50126,Invalid username or password,Canada,Sydney,Outlook Web Access,Edge 120,Windows 11,Service,none,True,success,Normal
2026-02-21T14:27:21Z,svc.backup@contoso.com,172.16.0.20,0,Success,Canada,Sydney,Microsoft Teams,Firefox 121,Android 14,Interactive,none,False,success,Normal
2026-02-21T14:28:21Z,admin@contoso.com,192.168.1.42,0,Success,Australia,Sydney,SharePoint Online,Unknown,MacOS 13,Network,none,False,success,Normal
2026-02-21T14:29:21Z,john.doe@contoso.com,10.0.0.5,0,Success,United Kingdom,Berlin,Azure Active Directory,Edge 120,MacOS 14,RemoteInteractive,none,False,success,Normal
2026-02-21T14:30:21Z,finance01@contoso.com,192.168.1.42,0,Success,Canada,London,Outlook Web Access,Safari 17,Windows 10,Network,none,True,success,Normal
2026-02-21T14:31:21Z,mary.jones@contoso.com,10.0.0.5,0,Success,Canada,London,Azure Active Directory,Edge 120,MacOS 13,Interactive,medium,False,success,Normal
2026-02-21T14:32:21Z,alice.brown@contoso.com,192.168.1.42,0,Success,United Kingdom,Berlin,Microsoft 365 Admin Center,Edge 120,iOS 17,Interactive,none,False,success,Normal
2026-02-21T14:33:21Z,ceo@contoso.com,172.16.0.5,0,Success,Australia,New York,OneDrive,Chrome 120,Android 14,Network,none,False,success,Normal
2026-02-21T14:35:21Z,helpdesk@contoso.com,10.0.0.5,0,Success,United Kingdom,Sydney,Microsoft 365 Admin Center,Internet Explorer 11,Android 14,RemoteInteractive,none,True,failure,Normal
2026-02-21T14:36:21Z,jane.smith@contoso.com,10.0.0.33,0,Success,Canada,Berlin,SharePoint Online,Edge 120,Android 14,Interactive,none,False,success,Normal
2026-02-21T14:37:21Z,john.doe@contoso.com,192.168.1.25,500121,MFA denied by user,Canada,London,Azure Active Directory,Edge 120,iOS 17,Network,low,False,success,Normal
2026-02-21T14:38:21Z,sarah.lee@contoso.com,192.168.1.10,0,Success,Australia,Berlin,Microsoft 365 Admin Center,Firefox 121,MacOS 13,Service,none,True,success,Normal
2026-02-21T14:38:21Z,svc.backup@contoso.com,172.16.0.20,0,Success,Canada,Toronto,OneDrive,Edge 120,Android 14,Interactive,none,True,success,Normal
2026-02-21T14:40:21Z,finance01@contoso.com,10.0.0.5,0,Success,United Kingdom,Sydney,Azure Active Directory,Unknown,Android 14,Interactive,none,True,success,Normal
2026-02-21T14:42:21Z,david.clark@contoso.com,192.168.1.25,0,Success,Canada,Sydney,Outlook Web Access,Safari 17,Windows 11,Service,none,True,success,Normal
2026-02-21T14:42:21Z,admin@contoso.com,10.0.0.12,0,Success,United States,London,Microsoft Teams,Edge 120,MacOS 13,Service,none,True,success,Normal
2026-02-21T14:43:21Z,svc.backup@contoso.com,172.16.0.20,0,Success,United States,Sydney,Microsoft 365 Admin Center,Firefox 121,Android 14,Network,none,True,notApplied,Normal
2026-02-21T14:44:21Z,alice.brown@contoso.com,192.168.1.10,0,Success,Germany,New York,Microsoft 365 Admin Center,Unknown,Windows 11,Network,none,True,success,Normal
2026-02-21T14:45:21Z,sarah.lee@contoso.com,10.0.0.33,0,Success,Australia,Sydney,Outlook Web Access,Edge 120,Windows 11,Network,none,False,success,Normal
2026-02-21T14:46:21Z,ceo@contoso.com,192.168.1.10,0,Success,Canada,New York,Outlook Web Access,Safari 17,Windows 10,Network,none,True,failure,Normal
2026-02-21T14:46:21Z,bob.wilson@contoso.com,10.0.0.33,0,Success,Australia,Toronto,Microsoft 365 Admin Center,Firefox 121,Windows 11,RemoteInteractive,none,True,success,Normal
2026-02-21T14:46:21Z,svc.backup@contoso.com,192.168.1.10,0,Success,United Kingdom,Toronto,Office 365 Exchange Online,Internet Explorer 11,iOS 17,Network,none,False,success,Normal
2026-02-21T14:48:21Z,john.doe@contoso.com,192.168.1.25,0,Success,Canada,New York,Azure Portal,Unknown,Windows 10,Network,none,True,success,Normal
2026-02-21T14:50:21Z,finance01@contoso.com,172.16.0.5,0,Success,United States,Toronto,Office 365 Exchange Online,Safari 17,MacOS 14,Service,none,True,notApplied,Normal
2026-02-21T14:50:21Z,alice.brown@contoso.com,172.16.0.5,500121,MFA denied by user,Germany,London,OneDrive,Internet Explorer 11,Android 14,Interactive,none,False,success,Normal
2026-02-21T14:51:21Z,sarah.lee@contoso.com,10.0.0.12,50126,Invalid username or password,United Kingdom,Toronto,Microsoft Teams,Edge 120,Unknown,Network,none,False,notApplied,Normal
2026-02-21T14:51:21Z,svc.azure@contoso.com,192.168.1.25,0,Success,Canada,Sydney,Azure Active Directory,Unknown,Unknown,Service,none,False,success,Normal
2026-02-21T14:53:21Z,ceo@contoso.com,10.0.0.12,0,Success,United States,Berlin,OneDrive,Internet Explorer 11,iOS 17,Network,none,False,success,Normal
